medium_description_en,url,full_title_en,expert_name,short_title_en,short_description_en,disease_en,system_en,search_abbreviation_en,purpose_en,chief_complaint_en,specialty_en,favorite_id,creators,cmeEnabled,cmeVersion
Predicts need for intensive respiratory or vasopressor support (IRVS) in community-acquired pneumonia (CAP).,smart-cop-score-pneumonia-severity,SMART-COP Score for Pneumonia Severity,"Jennifer Chen, MD",SMART-COP,Pneumonia severity.,"['Pneumonia', 'Respiratory Distress', 'COVID-19', 'Coronavirus']","['Infectious', 'Respiratory']","['pna', 'smrtco', 'smartcop', 'SMART', 'COP', 'CAP', 'pneumonia', 'prognosis', 'cough', 'shortness of breath', 'pna', 'covid', 'covid-19', 'coronavirus', 'covid 19', 'covid19']",Prognosis,"['Cough', 'Dyspnea', 'Fever', 'Shortness of Breath']","['Critical Care', 'Family Practice', 'Geriatrics', 'Hospitalist Medicine', 'Infectious Disease', 'Internal Medicine', 'Pulmonology']",3914,Dr. Patrick Charles,True,3914.1
Calculates the actual sodium level in patients with hyperglycemia.,sodium-correction-hyperglycemia,Sodium Correction for Hyperglycemia,[],Sodium Correction for Hyperglycemia,Calculates Na in hyperglycemia.,"['Diabetes Mellitus', 'Hyperglycemia', 'Hypernatremia', 'Hyponatremia']",Endocrine and Metabolic,"['na', 'glucose', 'dm', 'diabetes']",Formula,"['AMS', 'Seizure', 'Weakness']","['Critical Care', 'Critical Care (Pediatric)', 'Emergency Medicine', 'Endocrinology', 'Hospitalist Medicine', 'Internal Medicine', 'Pediatric Subspecialty', 'Pediatrics']",50,Dr. Teresa A. Hillier,False,
"Calculates recommended fluid type, rate, and volume to correct hyponatremia slowly (or more rapidly if seizing).",sodium-correction-rate-hyponatremia-hypernatremia,Sodium Correction Rate in Hyponatremia and Hypernatremia,[],Sodium Correction Rate in Hyponatremia/Hypernatremia,Recommends hyponatremia/hypernatremia treatment.,"['Acid-Base Disturbance', 'Hypernatremia', 'Hyponatremia']","['Endocrine and Metabolic', 'Neurologic', 'Renal']",na,"['Formula', 'Treatment']","['AMS', 'Seizure', 'Weakness']","['Critical Care', 'Critical Care (Neurologic)', 'Critical Care (Pediatric)', 'Emergency Medicine', 'Hospitalist Medicine', 'Nephrology', 'Neurology', 'Pediatrics']",480,Dr. Nicolaos E. Madias,False,
Calculates sodium quantity missing in hyponatremia.,sodium-deficit-hyponatremia,Sodium Deficit in Hyponatremia,[],Sodium Deficit in Hyponatremia,Total sodium missing in hyponatremia.,Hyponatremia,"['Endocrine and Metabolic', 'Renal']",na,Formula,"['AMS', 'Seizure', 'Weakness']","['Critical Care', 'Critical Care (Pediatric)', 'Endocrinology', 'Hospitalist Medicine', 'Internal Medicine', 'Nephrology']",95,Dr. Nicolaos E. Madias,False,
Predicts survival of CML based on clinical and lab information.,sokal-index-chronic-myelogenous-leukemia-cml,Sokal Index for Chronic Myelogenous Leukemia (CML),"Justin Taylor, MD",Sokal Score,CML survival.,"['CML', 'Cancer', 'Chemotherapy', 'Hematologic Malignancy', 'Leukemia/Lymphoma']","['Hematologic', 'Oncologic']","['cml', 'blast', 'plt', 'platelets']",Prognosis,"['Dizziness', 'Lymphadenopathy']","['Hematology and Oncology', 'Palliative Care/Hospice']",2143,Dr. Joseph E. Sokal,True,
Predicts malignancy risk in solitary lung nodules on chest x-ray.,solitary-pulmonary-nodule-spn-malignancy-risk-score-mayo-clinic-model,Solitary Pulmonary Nodule (SPN) Malignancy Risk Score (Mayo Clinic Model),[],Solitary Pulmonary Nodule Malignancy Risk (Mayo),Risk that lung nodule is malignant.,Lung Cancer,"['Oncologic', 'Respiratory']","['solitary pulmonary nodules', 'SPNs', 'radiologically indeterminate SPNs', 'radiologically indeterminate solitary pulmonary nodules', 'clinical predictors of malignancy', 'radiological predictors of malignancy', 'lung cancer', 'metastasis', 'metastatic cancer', 'indeterminate pulmonary nodules', 'primary bronchogenic carcinoma', 'carcinoid tumors', 'hemoptysis']",Diagnosis,"['Chest Pain', 'Cough', 'Fever', 'Shortness of Breath', 'Weight Loss/Gain']","['Hematology and Oncology', 'Pulmonology', 'Radiology']",4057,Dr. Stephen J. Swensen,False,
Predicts progression of clear cell renal cell carcinoma after radical nephrectomy.,ssign-score-renal-cell-carcinoma-rcc,SSIGN Score for Renal Cell Carcinoma (RCC),[],SSIGN Score,Prognosis of clear cell RCC.,"['Cancer', 'Renal Cell Carcinoma', 'Chemotherapy']","['Oncologic', 'Renal', 'Urinary']","['nephrectomy', 'RCC', 'prognosis', 'renal', 'clear cell']",Prognosis,Hematuria,"['Hematology and Oncology', 'Nephrology', 'Palliative Care/Hospice', 'Urology']",2154,Dr. Igor Frank,False,
Quantifies subjective degrees of sleepiness.,stanford-sleepiness-scale,Stanford Sleepiness Scale,[],Stanford Sleepiness Scale,Quantifies sleepiness.,Obstructive Sleep Apnea,"['Neurologic', 'Psychiatric']","['SSS', 'sleep scale', 'sleepiness scale', 'Stanford sleepiness scale']",Diagnosis,Fatigue,"['Internal Medicine', 'Family Practice', 'Neurology', 'Psychiatry', 'Sleep Medicine', 'Anesthesiology']",10074,Dr. William C. Dement,False,
Calculates pressure needed to overcome elastic resistance to ventilation.,static-lung-compliance-cstat-calculation,Static Lung Compliance (Cstat) Calculation,"Graham Walker, MD",Static Lung Compliance,Ventilation pressure calculation.,"['Pneumonia', 'Respiratory Distress', 'COVID-19', 'Coronavirus']",Respiratory,"Static Compliance (Cstat) Calculation, cstat calculation, cstat, static compliance, compliance, ventilation pressure, lung compliance, ventilation, ventilator, ventilator pressure, elastic resistance, resistance, lung resistance, lung pressure, covid19, covid-19, covid 19, covid, coronavirus",Formula,"['Chest Pain', 'Cough', 'Shortness of Breath']","['Critical Care', 'Hospitalist Medicine', 'Infectious Disease', 'Internal Medicine', 'Pulmonology']",10289,Dr. Robert Marshall,True,
"<span id=""docs-internal-guid-8bfbb402-adcc-b0d3-fa65-ca82efa2e5b2"">Diagnoses acute heart failure with NT-proBNP in undifferentiated dyspneic patients.",steinhart-model-acute-heart-failure-ahf-undifferentiated-dyspnea,Steinhart Model for Acute Heart Failure (AHF) in Undifferentiated Dyspnea,[],Steinhart Model for AHF,AHF diagnosis with NT-proBNP.,"['Heart Failure', 'Trauma']",Cardiac,"['Acute heart failure', 'AHF', 'undifferentiated dyspnea', 'steinhart model']",Diagnosis,"['Shortness of Breath', 'Dyspnea']","['Critical Care', 'Emergency Medicine', 'Cardiology', 'Surgery (Cardiothoracic)']",10065,Dr. Brian D. Steinhart,False,
Identifies febrile infants ≤90 days old at low risk of invasive bacterial infections.,step-step-approach-febrile-infants,Step-by-Step Approach to Febrile Infants,"Emily Heikamp, MD, PhD",Step-by-Step Approach to Fever,Low-risk febrile infants.,"['Meningitis', 'Pneumonia']","['Gastrointestinal', 'Infectious', 'Neurologic', 'Respiratory', 'Urinary']","['Step by Step Approach to Febrile Infants', 'step by step', 'febrile infants', 'Rochester criteria', 'infant fever', 'fever', 'infant']","['Algorithm', 'Diagnosis', 'Prognosis']",Fever,"['Critical Care (Neonatal)', 'Critical Care (Pediatric)', 'Emergency Medicine', 'Family Practice', 'Pediatric Subspecialty', 'Pediatrics']",1801,Dr. Santiago Mintegi,True,
Converts steroid dosages using dosing equivalencies.,steroid-conversion-calculator,Steroid Conversion Calculator,"Bryan D. Hayes, PharmD",Steroid Conversion,Steroid dosing equivalencies.,"['Autoimmune Disorders', 'Ingestion/Overdose']","['Allergic', 'Any/All', 'Dermatologic', 'Endocrine and Metabolic', 'Immunologic', 'Musculoskeletal', 'Rheumatologic']","['glucocorticoid', 'predniSONE', 'decadron', 'solumedrol', 'convert']",Formula,"['AMS', 'Anxious', 'Bleeding', 'Rash', 'Weight Loss/Gain']","['Allergy and Immunology', 'Critical Care', 'Dermatology', 'Emergency Medicine', 'Endocrinology', 'Family Practice', 'Gastroenterology', 'Hematology and Oncology', 'Hospitalist Medicine', 'Internal Medicine', 'Neurology', 'Palliative Care/Hospice', 'Pediatrics', 'Pharmacy', 'Primary Care', 'Pulmonology', 'Rheumatology', 'Toxicology']",2040,"['Bryan D. Hayes, PharmD', 'Nadia Awad, PharmD']",True,2020.1
Predicts recurrence of kidney stone based on radiological criteria.,stone-nephrolithometry-score-renal-calculi,STONE Nephrolithometry Score for Renal Calculi,[],"STONE Score (Post-CT, Renal)","Predicts renal stone recurrence, after CT.",Kidney Stone,Urinary,"['STONE', 'S.T.O.N.E.', 'kidney', 'renal', 'colic']",Prognosis,"['Flank Pain', 'Hematuria']",Urology,2044,Dr. Zeph Okeke,False,
"<span id=""docs-internal-guid-5c0cc5ab-7fff-7e67-9253-7b3753614f59"">Predicts likelihood of ureteral stone in nontoxic-appearing patients with flank pain.",stone-score-uncomplicated-ureteral-stone,STONE Score for Uncomplicated Ureteral Stone,"Elizabeth M. Schoenfeld, MD, MSc","STONE Score (Pre-Ultrasound, Ureteral)","Predicts ureteral stones, before ultrasound.",Kidney Stone,Renal,"['Stone score', 'kidney stone']",Diagnosis,"['Abdominal Pain', 'Dysuria', 'Flank Pain', 'Hematuria', 'Nausea', 'Vomiting']","['Emergency Medicine', 'Family Practice', 'Hospitalist Medicine', 'Internal Medicine', 'Nephrology', 'Primary Care', 'Urology']",10110,Dr. Christopher L. Moore,True,10110.1
Determines if chronic diarrhea is osmotic or secretory in nature.,stool-osmolar-osmotic-gap,Stool Osmolar/Osmotic Gap,"John Vizuete, MD, MPH",Stool Osmolar/Osmotic Gap,Chronic Diarrhea: Osmotic vs Secretory.,Inflammatory Bowel Disease,"['Endocrine and Metabolic', 'Gastrointestinal']",diarrhea,"['Formula', 'Diagnosis']",Diarrhea,"['Gastroenterology', 'Hospitalist Medicine', 'Infectious Disease', 'Internal Medicine']",101,Dr. John S. Fordtran,True,101.1
Screens for obstructive sleep apnea.,stop-bang-score-obstructive-sleep-apnea,STOP-BANG Score for Obstructive Sleep Apnea,"Matthew J. Meyer, MD",STOP-BANG,Obstructive sleep apnea diagnosis.,"['Obesity', 'Obstructive Sleep Apnea']",Respiratory,"['stop bang', 'stop', 'osa', 'apnea', 'apnoea']",Diagnosis,Fatigue,"['Anesthesiology', 'Family Practice', 'Hospitalist Medicine', 'Internal Medicine', 'Pulmonology', 'Surgery (General)']",3992,Dr. Frances Chung,True,3992.1
Classifies subaxial cervical spine injury and provides treatment recommendations.,subaxial-injury-classification-severity-scale-slics,Subaxial Injury Classification and Severity Scale (SLICS),[],SLICS,Cervical spine injury.,"['Acute Pain', 'Fracture', 'Trauma']","['Musculoskeletal', 'Neurologic']","['SLIC', 'subaxial injury', 'SLIC score', 'subaxial severity score', 'cervical spine trauma score', 'cervical spine injury ', 'SLIC score']","['Diagnosis', 'Prognosis', 'Treatment']","['Dizziness', 'Neurologic Deficit', 'Injury/Trauma', 'Neck Pain']","['Critical Care (Neurologic)', 'Critical Care', 'Emergency Medicine', 'Hospitalist Medicine', 'Internal Medicine', 'Neurology', 'Neurosurgery', 'Orthopedics', 'Surgery (Trauma)']",10085,Dr. Alpesh A. Patel,False,
"<span id=""docs-internal-guid-1ac8c104-7fff-d196-916e-85ff28dd4eea"">Differentiates normal variant ST elevation (benign early repolarization) from anterior STEMI, more sensitive than 3-variable version.",subtle-anterior-stemi-calculator-4-variable,Subtle Anterior STEMI Calculator (4-Variable),"Dominic Larose, MD",Subtle Anterior STEMI (4-Variable),Normal variant ST elevation vs true anterior STEMI.,Myocardial Infarction,Cardiac,"['early repolarization', 'repol', 'jpoint', 'benign', 'ekg', 'myocardial infarction', 'normal ST elevation', 'NVSTE', 'NV-STE', 'lad occlusion', 'MI', 'STE']","['Formula', 'Diagnosis']","['Chest Pain', 'Shortness of Breath', 'Weakness']","['Cardiology', 'Critical Care', 'Emergency Medicine', 'Hospitalist Medicine', 'Internal Medicine']",10079,Dr. Stephen W. Smith,True,10079.1
"Predicts postoperative risk of major complication, including death.",surgical-apgar-score-sas-postoperative-risk,Surgical Apgar Score (SAS) for Postoperative Risk,[],Surgical Apgar Score (SAS),Predicts postoperative risk.,"['Appendicitis', 'Bleeding/Hemorrhage', 'Cholecystitis', 'Hernia']",Any/All,"['surgery', 'mortality', 'm&m', 'gawande']",Prognosis,Abdominal Pain,"['Anesthesiology', 'Critical Care', 'Surgery (General)']",1826,"['Dr. Atul Gawande', 'Dr. Scott E. Regenbogen']",False,
"<span id=""docs-internal-guid-5b29693b-7fff-ae97-1934-3901058ce457"">Stratifies severity of systemic lupus erythematosus (SLE).",systemic-lupus-erythematosus-disease-activity-index-2000-sledai-2k,Systemic Lupus Erythematosus Disease Activity Index 2000 (SLEDAI-2K),[],SLEDAI-2K for Lupus,SLE severity.,Autoimmune Disorders,"['Immunologic', 'Rheumatologic']","['SLE', 'clinical activity', 'sle severity', 'sle activity']",Diagnosis,"['Rash', 'Seizure', 'Hematuria', 'Fever', 'Headache']","['Allergy and Immunology', 'Hospitalist Medicine', 'Internal Medicine', 'Rheumatology']",10099,Dr. Dafna D. Gladman,False,
Predicts the need for massive transfusion based on clinical and laboratory data.,tash-score-trauma-associated-severe-hemorrhage,TASH Score (Trauma Associated Severe Hemorrhage),[],TASH Score,Need for massive transfusion; calculated after labs.,"['Bleeding/Hemorrhage', 'Trauma']","['Hematologic', 'Musculoskeletal']","['trauma', 'transfusion', 'hemorrhage', 'trauma hemorrhage']","['Prognosis', 'Treatment']","['Bleeding', 'Injury/Trauma']","['Critical Care', 'Emergency Medicine', 'Hematology and Oncology', 'Surgery (General)', 'Surgery (Trauma)']",1236,Dr. Nedim Yücel,False,
Estimates amount of a substance (e.g. antibody) remaining in the intravascular space after a given number of plasma volume exchanges.,therapeutic-plasmapheresis-calculator,Therapeutic Plasmapheresis Calculator,"['Ronald George Hauser, MD', 'Christopher Tormey, MD', 'Caleb Cheng, MD']",Therapeutic Plasmapheresis,Removal of a substance by plasma exchange.,"['Anemia', 'Hematologic Malignancy']",Hematologic,"['Therapeutic Plasmapheresis', 'Plasmapheresis', 'Apheresis', 'plasma exchange']",Formula,"['Bleeding', 'Weakness']","['Hematology and Oncology', 'Pathology', 'Transfusion Medicine']",10013,[],True,
"<span id=""docs-internal-guid-e9d9f907-7fff-9d89-ee7b-5b0959af3944"">Classifies thoracolumbar spine injury and provides treatment recommendations.",thoracolumbar-injury-classification-severity-scale-tlics,Thoracolumbar Injury Classification and Severity Scale (TLICS),"Christopher Storey, MD, PhD",TLICS,Thoracolumbar trauma.,"['Acute Pain', 'Fracture', 'Trauma']","['Musculoskeletal', 'Neurologic']","['thoracolumbar burst fracture', 'TLICS score', 'Thoracolumbar injury classification and severity', 'Thoracolumbar injury score', 'Thoracolumbar trauma', 'tlcis']","['Diagnosis', 'Prognosis', 'Treatment']","['Neurologic Deficit', 'Injury/Trauma', 'Back Pain']","['Critical Care (Neurologic)', 'Emergency Medicine', 'Neurology', 'Neurosurgery', 'Orthopedics', 'Surgery (Trauma)']",10126,Dr. Joon Y. Lee,True,10126.1
"Estimates prognosis after an acute ischemic stroke, updated 2022 to include LVO and ASPECTS score.",thrive-score-stroke-outcome,THRIVE Score for Stroke Outcome,"Daniel Runde, MD",THRIVE Score,Prognosis after stroke; incorporates NIHSS.,Stroke/TIA,Neurologic,"['stroke', 'tpa', 'neuro', 'tia', 'cva']",Prognosis,Weakness,"['Critical Care', 'Critical Care (Neurologic)', 'Hospitalist Medicine', 'Internal Medicine', 'Neurology']",1706,Dr. Alexander Flint,True,
"Provides mortality estimate in patients with ACS using only blood pressure, heart rate, and age.",timi-risk-index,TIMI Risk Index,[],TIMI Risk Index,Mortality in ACS.,"['Acute Coronary Syndrome', 'Arrhythmia', 'Dyslipidemia', 'Hypertension', 'Myocardial Infarction']",Cardiac,"['acs', 'cad', 'mi', 'myocardial infarction', 'heart disease']",Prognosis,"['Chest Pain', 'Shortness of Breath']","['Cardiology', 'Critical Care', 'Emergency Medicine', 'Hospitalist Medicine', 'Internal Medicine']",665,Dr. Stephen D. Wiviott,False,
Estimates mortality in patients with STEMI.,timi-risk-score-stemi,TIMI Risk Score for STEMI,"Graham Walker, MD",TIMI Score for STEMI,Mortailty after STEMI.,"['Acute Coronary Syndrome', 'Myocardial Infarction']",Cardiac,"['STEMI', 'mortality', 'STE', 'LBBB']","['Prognosis', 'Rule Out']","['Chest Pain', 'Shortness of Breath']","['Cardiology', 'Critical Care', 'Emergency Medicine', 'Hospitalist Medicine', 'Internal Medicine']",99,Dr. David A. Morrow,True,
Estimates mortality for patients with unstable angina and non-ST elevation MI.,timi-risk-score-ua-nstemi,TIMI Risk Score for UA/NSTEMI,"['Hyunjoo Lee, MD', 'Carlos Rodriguez, MD']",TIMI Score for UA/NSTEMI,Mortality after UA/NSTEMI.,"['Acute Coronary Syndrome', 'Myocardial Infarction']",Cardiac,"['acs', 'cad', 'mi', 'myocardial infarction', 'heart disease', 'nstemi', 'ua', 'unstable', 'angina']","['Prognosis', 'Rule Out']","['Chest Pain', 'Shortness of Breath']","['Cardiology', 'Emergency Medicine', 'Hospitalist Medicine', 'Internal Medicine']",111,Dr. Elliott M. Antman,True,111.1
Predicts risk of QT prolongation greater than 500 msec in hospitalized patients.,tisdale-risk-score-qt-prolongation,Tisdale Risk Score for QT Prolongation,"Graham Walker, MD",Tisdale Risk Score for QT,Risk of QT prolongation.,"['Arrhythmia', 'Heart Failure', 'COVID-19', 'Coronavirus']",Cardiac,"Qt, qtc, tisdale risk score, tisdale score, qt prolongation, qtc prolongation, Tisdale Score for QTc Prolongation, qt interval prolongation, Drug induced QTc, Drug-associated QTc prolongation, covid-19, covid, covid 19, covid19, coronavirus, tisdale risk score, qt prolongation",Prognosis,"['Arrhythmia', 'Palpitations']","['Cardiology', 'Critical Care', 'Emergency Medicine', 'Hospitalist Medicine', 'Internal Medicine', 'Surgery (Cardiothoracic)']",10293,Dr. James E. Tisdale,True,
"Stages bone cancers (excluding pelvis and spine) based on tumor, lymph nodes, and metastases (recommended as of 2017).",tnm-staging-bone-cancer-8th-edition,TNM Staging for Bone Cancer (8th Edition),[],TNM Bone CA Staging (8th Ed.),"Bone CA staging, recommended as of 2017.","['Cancer', 'Chemotherapy']","['Musculoskeletal', 'Oncologic']","['Bone', 'cancer', 'osteosarcoma', 'chondrosarcoma', ""ewing's sarcoma"", 'ewings sarcoma', 'fibrosarcoma', 'tnm bone', 'tnm bone cancer', 'tnm 2017', 'tnm staging', 'bone cancer staging', 'staging', 'spindle cell sarcoma', 'hemangioendothelioma', 'angiosarcoma', 'myofibroid sarcoma', 'chordoma', 'adamantinoma', 'tnm bone cancer staging']",Diagnosis,"['Cancer', 'Pain']","['Orthopedics', 'Radiation Oncology', 'Hematology and Oncology']",10186,Dr. Jeffrey S. Kneisl,False,
"Stages breast cancer based on tumor, lymph nodes, and metastases.",tnm-staging-breast-cancer,TNM Staging for Breast Cancer,[],TNM Breast CA Staging,Breast CA staging.,"['Breast Cancer', 'Chemotherapy']",Oncologic,"['tnm', 'breast', 'ca', 'cancer', 'lump', 'brca']",Prognosis,Mass,"['Hematology and Oncology', 'OB-Gyn']",2170,Dr. Richard Theriault,False,
